   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
   3    3    9   0.864168    -3.849922   -32.908232      33.1327   32.65622    0.04156    3
  -3   -3   -9   0.864168    -7.478542    34.620494       35.419   32.65622    0.04749    3
  -3   -3    9   0.864168   -26.800866   -64.815592      70.1381   32.65622    0.18624    3
   2   -3  -16   0.861997  -143.379084   -24.829255      145.513   32.74078    0.79713    3
   2    1   16   0.861997    -7.231601   -61.890647      62.3117   32.74078    0.14617    3
  -2   -1  -16   0.861997   -14.184774    62.022933      63.6243   32.74078    0.15240    3
   3   -1   16   0.861997   -39.973202    13.843862      42.3026   32.74078    0.06737    3
  -5    0   10   0.861902    63.691265    31.657045      71.1249   32.74448    0.19040    3
   5    0  -10   0.861902    67.388089   -20.967671      70.5748   32.74448    0.18746    3
   5    1    7   0.860513   -27.752976    -6.531420      28.5112   32.79881    0.03049    3
  -1   -5    7   0.860513    42.885197    35.991877      55.9871   32.79881    0.11755    3
   1    5   -7   0.860513    45.211747   -29.402403      53.9315   32.79881    0.10908    3
  -5   -1   -7   0.860513   -30.823110     2.483066       30.923   32.79881    0.03586    3
   6    0    3   0.856010   -56.107543    11.472642      57.2685   32.97629    0.12157    3
   0    6   -3   0.856010     2.200402   -31.426177      31.5031   32.97629    0.03679    3
   0    6    3   0.856010   -40.058121    17.611943      43.7588   32.97629    0.07098    3
   6    0   -3   0.856010   -35.907043   -20.405518      41.3001   32.97629    0.06322    3
   4    3    1   0.855117     1.921218    23.967497      24.0444   33.01168    0.02138    3
  -7    3   -1   0.855117    70.986692    44.484641      83.7735   33.01168    0.25953    3
  -3    7   -1   0.855117     7.240558   -21.811141      22.9815   33.01168    0.01953    3
  -3   -4    1   0.855117    74.609812   -32.380253      81.3333   33.01168    0.24463    3
   0    2  -17   0.852641   -18.284996   -59.487526      62.2343   33.11033    0.14230    3
   2    0   17   0.852641   -26.010439    58.584523      64.0991   33.11033    0.15096    3
   0    0  -18   0.852222   -20.709446   145.068705      146.539   33.12705    0.26271    1
   0    0   18   0.852222     3.113242  -144.696724       144.73   33.12705    0.25626    1
   4    3   -2   0.851159  -106.140047    20.306487      108.065   33.16962    0.42741    3
   3    4    2   0.851159    26.176855   -29.682356      39.5761   33.16962    0.05732    3
  -4   -3    2   0.851159   -63.011053   -42.447931      75.9751   33.16962    0.21126    3
  -3   -4   -2   0.851159    22.162785    32.638250      39.4518   33.16962    0.05697    3
  -1   -4   12   0.849498   -66.289680   -94.834623      115.706   33.23635    0.48786    3
   4    1  -12   0.849498   -43.703902    50.711965      66.9458   33.23635    0.16332    3
   4    1   12   0.849498   -50.257954   -21.273958      54.5751   33.23635    0.10854    3
  -1    5  -12   0.849498   -53.965504    15.564641      56.1652   33.23635    0.11495    3
  -4   -1   12   0.849498   -34.979322   -54.548546      64.8004   33.23635    0.15302    3
  -1   -4  -12   0.849498   -48.226323    11.587436      49.5989   33.23635    0.08964    3
   1    4  -12   0.849498   -43.902609    43.849118      62.0499   33.23635    0.14030    3
   1    4   12   0.849498   -45.160294   -16.502142      48.0809   33.23635    0.08424    3
   4   -2   15   0.845662    -9.422886  -141.741498      142.054   33.39153    0.72795    3
   2    2  -15   0.845662   -30.688593   137.803594      141.179   33.39153    0.71901    3
   2    2   15   0.845662    30.615444   103.519433      107.952   33.39153    0.42039    3
  -2   -2  -15   0.845662    44.830924   -98.951121      108.633   33.39153    0.42571    3
   5    1   -8   0.840896   -38.085928    63.359918      73.9258   33.58637    0.19467    3
  -6    1    8   0.840896    45.250919   -26.982420      52.6849   33.58637    0.09887    3
  -5   -1    8   0.840896   -32.370878   -70.784243       77.835   33.58637    0.21580    3
  -1   -5   -8   0.840896    45.135830    31.455648      55.0155   33.58637    0.10781    3
   3   -5  -13   0.839694    46.977173    21.764565       51.774   33.63588    0.09518    3
   3    2   13   0.839694    39.243489   -58.924176      70.7963   33.63588    0.17796    3
   5   -3  -13   0.839694    17.957723   100.501133      102.093   33.63588    0.37009    3
  -2   -3   13   0.839694    52.176249   -18.367983       55.315   33.63588    0.10864    3
  -4    0   14   0.838453    24.054850   -77.298242      80.9546   33.68714    0.23193    3
   4    0  -14   0.838453    16.796737    80.103862      81.8459   33.68714    0.23707    3
   4    3    4   0.835859    61.539165    53.650343      81.6421   33.79484    0.23425    3
  -7    3   -4   0.835859   -37.652906    18.477681      41.9424   33.79484    0.06183    3
  -3    7   -4   0.835859    68.746348   -42.262305       80.698   33.79484    0.22887    3
  -3   -4    4   0.835859   -34.706828   -22.157682      41.1768   33.79484    0.05959    3
   0    5  -11   0.834678   -92.107018    31.529409       97.354   33.84408    0.33204    3
   5    0   11   0.834678   -84.054196   -44.708361      95.2048   33.84408    0.31754    3
   2    5    0   0.834200    40.454199   -24.724120      47.4112   33.86408    0.07865    3
   5    2    0   0.834200    50.732672   -18.698167      54.0687   33.86408    0.10229    3
  -2   -2    0   0.834200    63.150613   -35.131466      72.2649   33.86408    0.18272    3
  -5   -2    0   0.834200    47.827230    20.308550      51.9604   33.86408    0.09447    3
   2    4   10   0.828554   -36.839162    76.079311      84.5292   34.10187    0.24622    3
   4    2  -10   0.828554   -86.284988    69.668107        110.9   34.10187    0.42381    3
  -4   -2   10   0.828554   -74.932360   -80.491566      109.972   34.10187    0.41675    3
  -2   -4  -10   0.828554   -25.284241   -79.477595      83.4025   34.10187    0.23970    3
   4    3   -5   0.824910   -19.624159   -84.010389       86.272   34.25714    0.25395    3
  -7    3    5   0.824910   -98.441638    23.487544      101.205   34.25714    0.34948    3
  -4   -3    5   0.824910   -27.726623    79.801950      84.4815   34.25714    0.24352    3
  -3   -4   -5   0.824910   -44.229470    -3.667648      44.3813   34.25714    0.06721    3
   5    2   -3   0.823315  -107.256430    67.901698      126.943   34.32556    0.54745    3
   5    2    3   0.823315    48.903387   -30.079371      57.4135   34.32556    0.11198    3
  -7    2   -3   0.823315  -103.846899    57.325747      118.619   34.32556    0.47801    3
   2    5    3   0.823315    40.119641   -23.184122      46.3367   34.32556    0.07294    3
  -2   -5   -3   0.823315    37.315271    31.708512      48.9679   34.32556    0.08146    3
   7   -2    3   0.823315   -95.609767   -69.665625      118.298   34.32556    0.47543    3
  -5   -2   -3   0.823315    44.966562    39.842170      60.0782   34.32556    0.12262    3
  -5   -2    3   0.823315   -97.395965   -80.633083      126.442   34.32556    0.54314    3
   0    6   -6   0.822146  -110.066838   -17.343895      111.425   34.37591    0.42044    3
   0    6    6   0.822146   -23.026068  -127.382972      129.447   34.37591    0.56745    3
   6    0   -6   0.822146   -36.100264    37.644039      52.1565   34.37591    0.09212    3
   6    0    6   0.822146   -40.369391   -33.527817      52.4767   34.37591    0.09326    3
   1    2   17   0.820316   -55.875153    32.932014      64.8579   34.45496    0.14174    3
   2    1  -17   0.820316   -14.240447    10.475289      17.6783   34.45496    0.01053    3
  -2   -1   17   0.820316   -11.787296   -10.162056       15.563   34.45496    0.00816    3
  -1   -1  -17   0.820316   -14.506531    39.675800      42.2446   34.45496    0.06013    3
   1    1  -18   0.819944    10.953802  -134.633795      135.079   34.47111    0.61418    3
   1    1   18   0.819944   -49.997893    82.238839      96.2446   34.47111    0.31180    3
  -1   -1  -18   0.819944   -39.813785   -87.422506      96.0616   34.47111    0.31062    3
  -1   -1   18   0.819944    -6.908023   136.548293      136.723   34.47111    0.62923    3
  -5    2   14   0.807659     6.069159     5.798376       8.3938   35.01223    0.00229    3
   3    2  -14   0.807659   -15.705445    18.941174      24.6055   35.01223    0.01970    3
  -3   -2   14   0.807659   -16.889697   -21.682248      27.4842   35.01223    0.02458    3
  -2   -3  -14   0.807659    19.853872    25.945727      32.6704   35.01223    0.03473    3
   4    2   11   0.804283    31.849773     9.222234      33.1581   35.16398    0.03544    3
   2    4  -11   0.804283    19.722810  -119.753462      121.367   35.16398    0.47474    3
  -2    6  -11   0.804283    30.572559    -4.444283      30.8939   35.16398    0.03076    3
  -2   -4   11   0.804283     3.485668   121.513823      121.564   35.16398    0.47628    3
  -4    1   16   0.798875   -24.846540    59.982514       64.925   35.40988    0.13380    3
   3    1  -16   0.798875     9.742782    43.629630      44.7042   35.40988    0.06344    3
  -1   -3  -16   0.798875   -13.414304   -61.254633      62.7062   35.40988    0.12481    3
  -3   -1   16   0.798875    14.179709   -40.087016       42.521   35.40988    0.05739    3
   5    1   10   0.798799   -16.068975    47.061095      49.7289   35.41333    0.07848    3
  -1   -5   10   0.798799   -33.259614   -21.407416      39.5535   35.41333    0.04965    3
   1    5  -10   0.798799   -36.349306    17.335823      40.2716   35.41333    0.05147    3
  -5   -1  -10   0.798799    -8.823111   -47.670052      48.4797   35.41333    0.07459    3
   0    1  -19   0.797844    51.433648   -30.560675      59.8279   35.45715    0.11329    3
   1    0   19   0.797844    47.768767    -2.008484       47.811   35.45715    0.07235    3
   4    3    7   0.797694    37.111165   -21.554387      42.9165   35.46406    0.05827    3
   3    4   -7   0.797694   -18.252539    -7.122178      19.5929   35.46406    0.01214    3
   7   -3    7   0.797694   -49.574978   -15.043850      51.8073   35.46406    0.08491    3
  -3    7   -7   0.797694   -35.165700    20.212777      40.5609   35.46406    0.05205    3
   1    6    1   0.793390   -10.015004    39.906884      41.1444   35.66289    0.05290    3
   6    1   -1   0.793390   105.245671    54.379203      118.464   35.66289    0.43857    3
  -6   -1    1   0.793390   110.271838   -36.229150      116.071   35.66289    0.42103    3
  -1   -6   -1   0.793390    -1.795765   -39.470414      39.5112   35.66289    0.04879    3
   5    2   -6   0.793053    44.900190    11.907453      46.4523   35.67855    0.06737    3
   5    2    6   0.793053    33.931323    24.141278       41.643   35.67855    0.05414    3
  -7    2   -6   0.793053    55.958238    11.330397      57.0938   35.67855    0.10177    3
  -5   -2   -6   0.793053    38.693583   -20.868501      43.9623   35.67855    0.06034    3
  -5   -2    6   0.793053    45.141959    -7.276975      45.7247   35.67855    0.06528    3
   7   -2   -6   0.793053    44.919969   -29.909393      53.9664   35.67855    0.09093    3
  -2   -5    6   0.793053    55.977008    -4.993325      56.1993   35.67855    0.09861    3
   2    5    6   0.793053    38.681512    34.037809      51.5251   35.67855    0.08289    3
  -1   -6    2   0.790225  -124.381831   -50.269734      134.156   35.81053    0.55739    3
   6    1    2   0.790225    67.003934   -49.800859      83.4844   35.81053    0.21585    3
  -6   -1   -2   0.790225    59.163383    59.095016      83.6213   35.81053    0.21656    3
  -7    1   -2   0.790225  -129.968192    29.803759      133.342   35.81053    0.55064    3
   3    3   12   0.788895    42.733261    98.104760      107.008   35.87294    0.35327    3
   3    3  -12   0.788895    28.891746  -101.976122       105.99   35.87294    0.34658    3
  -3   -3  -12   0.788895    56.324170   -88.631967      105.014   35.87294    0.34023    3
  -3   -3   12   0.788895    13.557629   107.014685       107.87   35.87294    0.35899    3
   4    3   -8   0.781992    87.260917    -3.223234      87.3204   36.20055    0.23060    3
  -3    7    8   0.781992   142.006666     1.091568      142.011   36.20055    0.60991    3
  -3   -4   -8   0.781992   -15.193872    46.723764      49.1321   36.20055    0.07300    3
  -7    3    8   0.781992   -11.522930   -51.000954      52.2865   36.20055    0.08268    3
   0    5   13   0.781025    45.591902   -70.068948      83.5959   36.24693    0.21075    3
   5    0  -13   0.781025    32.143559    72.328402      79.1493   36.24693    0.18893    3
   6    1   -4   0.777936   -58.291315    53.635294      79.2125   36.39589    0.18753    3
   1    6    4   0.777936    86.683055    60.184061      105.528   36.39589    0.33283    3
   7   -6    4   0.777936   -49.173381   -60.436064      77.9137   36.39589    0.18143    3
  -1   -6   -4   0.777936    94.890654   -44.045155      104.615   36.39589    0.32710    3
  -6    1   11   0.776984   -17.431917     4.778581       18.075   36.44206    0.00974    3
   5    1  -11   0.776984     2.567657   -61.222220       61.276   36.44206    0.11191    3
  -1   -5  -11   0.776984   -18.738670    -7.636405      20.2349   36.44206    0.01220    3
  -5   -1   11   0.776984    -4.855081    61.056659      61.2494   36.44206    0.11181    3
  -6    0   -9   0.773664    -9.016193    39.997553      41.0012   36.60398    0.04962    3
   0    6    9   0.773664   -12.391580   -50.567044      52.0632   36.60398    0.08000    3
   6    0   -9   0.773664   -19.260887    50.523821      54.0707   36.60398    0.08629    3
   6    0    9   0.773664    -3.945429   -38.549617       38.751   36.60398    0.04432    3
  -4    0  -16   0.772104    -7.642876   -14.051079      15.9952   36.68052    0.00752    3
   4    0   16   0.772104   -11.953872    14.188302      18.5527   36.68052    0.01011    3
   2   -2   19   0.771174   -72.329504    10.528494      73.0918   36.72638    0.15653    3
   2    0  -19   0.771174    18.558430   -37.233006      41.6018   36.72638    0.05071    3
   6    1    5   0.769086   -61.787612   -32.589455      69.8554   36.82964    0.14210    3
  -6   -1   -5   0.769086   -70.232765    21.450688      73.4355   36.82964    0.15703    3
  -1   -6    5   0.769086   -31.310837    93.800201       98.888   36.82964    0.28475    3
   1    6   -5   0.769086   -19.994490   -98.463007      100.473   36.82964    0.29395    3
   1    3  -17   0.765359   -76.316252    -3.158088      76.3816   37.01547    0.16802    3
   3    1   17   0.765359    -8.647154   -48.074908      48.8464   37.01547    0.06871    3
  -3   -1  -17   0.765359   -17.289724    48.198476      51.2057   37.01547    0.07551    3
  -1   -3   17   0.765359   -75.137489    -6.835807      75.4478   37.01547    0.16393    3
   0    3  -18   0.765057   -19.700571    90.960963      93.0699   37.03064    0.24923    3
   0    3   18   0.765057    -0.392889   -90.625184       90.626   37.03064    0.23631    3
   3    0  -18   0.765057   -17.692795    90.690787      92.4005   37.03064    0.24566    3
   3    0   18   0.765057    -2.331433   -91.213579      91.2434   37.03064    0.23954    3
   4    1  -15   0.760300    24.049763   -54.831902      59.8743   37.27083    0.10169    3
   4    1   15   0.760300   -12.136201   -93.584955      94.3686   37.27083    0.25261    3
  -1   -4   15   0.760300    20.185855    60.217134      63.5104   37.27083    0.11442    3
  -4   -1  -15   0.760300   -27.395292    89.570271      93.6661   37.27083    0.24886    3
  -4   -1   15   0.760300    15.360668    57.221223      59.2471   37.27083    0.09957    3
   5   -1  -15   0.760300   -23.261422    93.295034      96.1512   37.27083    0.26224    3
   1    4  -15   0.760300    29.294754   -57.010890       64.097   37.27083    0.11654    3
   1    4   15   0.760300    -7.456008   -96.594696       96.882   37.27083    0.26625    3
  -1    0   20   0.758820     3.472098    12.021031      12.5124   37.34620    0.00442    3
   1    0  -20   0.758820     4.451106   -10.956896      11.8265   37.34620    0.00395    3
65530    4   13   0.755954    95.546406    35.820877       102.04   37.49305    0.29151    3
   4    2  -13   0.755954    -9.186562   -19.258893      21.3377   37.49305    0.01275    3
  -4   -2   13   0.755954    -9.721064    13.853394      16.9238   37.49305    0.00802    3
  -2   -4  -13   0.755954    98.443472   -82.317708      128.325   37.49305    0.46103    3
   5    0   14   0.755048   -23.996925    11.533841      26.6248   37.53970    0.01979    3
   0    5  -14   0.755048   -17.711902   -15.246166        23.37   37.53970    0.01525    3
   4    4    0   0.751938    -1.350081    43.148130      43.1692   37.70084    0.05154    3
  -4   -4    0   0.751938     6.133935   -48.120840      48.5102   37.70084    0.06508    3
   2    5   -9   0.749273     5.348780   -34.804576      35.2132   37.83999    0.03402    3
   2    5    9   0.749273   -78.463650   -49.678432      92.8681   37.83999    0.23660    3
   5    2   -9   0.749273     2.725927   -43.985378      44.0698   37.83999    0.05328    3
   5    2    9   0.749273   -88.117109   -49.005773      100.828   37.83999    0.27889    3
  -5   -2   -9   0.749273   -93.954043    36.493533      100.793   37.83999    0.27870    3
  -2    7    9   0.749273   -10.709097    44.266401      45.5434   37.83999    0.05690    3
  -2   -5   -9   0.749273   -84.540384    38.735130      92.9919   37.83999    0.23723    3
   7   -2    9   0.749273    -1.804582    37.565686       37.609   37.83999    0.03880    3
  -5    2  -16   0.747857   -50.713498    60.361499      78.8376   37.91440    0.16977    3
   3    2   16   0.747857   -55.285013   -47.185724      72.6837   37.91440    0.14430    3
  -3   -2  -16   0.747857   -60.359753    39.374730      72.0671   37.91440    0.14186    3
  -2   -3   16   0.747857     2.559187   -62.887809      62.9399   37.91440    0.10821    3
   4    3   10   0.747795   -59.859311   -71.056047      92.9091   37.91765    0.23574    3
  -7    3  -10   0.747795   -26.237626   -26.321850      37.1652   37.91765    0.03772    3
  -4   -3  -10   0.747795   -70.878359    61.723152      93.9866   37.91765    0.24124    3
  -3   -4   10   0.747795   -30.241004    23.111215      38.0611   37.91765    0.03956    3
   1    2  -19   0.747011     4.891957    23.457349       23.962   37.95898    0.01564    3
   2    1   19   0.747011    25.012955   -23.441973      34.2808   37.95898    0.03202    3
  -1    3  -19   0.747011    21.131175    23.743346      31.7848   37.95898    0.02752    3
  -1   -2   19   0.747011    42.271870    41.066973      58.9356   37.95898    0.09463    3
   6    1   -7   0.746887   -84.422146    18.480343      86.4212   37.96549    0.20340    3
-16777215    1    7   0.746887    97.279085   -32.118169      102.444   37.96549    0.28581    3
  -6   -1    7   0.746887   -78.240548   -32.085418      84.5639   37.96549    0.19475    3
  -1   -6   -7   0.746887    48.930655    38.517368       62.272   37.96549    0.10561    3
   4    4   -3   0.743937   -13.456669     3.520734      13.9096   38.12186    0.00522    3
   4    4    3   0.743937   -58.095617   -16.235513      60.3216   38.12186    0.09820    3
  -4   -4   -3   0.743937   -58.976024     9.142860      59.6805   38.12186    0.09612    3
  -4   -4    3   0.743937   -14.122546    -3.197531        14.48   38.12186    0.00566    3
   5    3   -1   0.743351   -72.023784    36.503834      80.7462   38.15307    0.17564    3
   3    5    1   0.743351   -82.904618   -67.617530      106.983   38.15307    0.30832    3
  -7    0   -1   0.743351    37.335505    26.478222      45.7716   38.15307    0.05644    3
   7    0    1   0.743351    13.678403   -19.180687      23.5584   38.15307    0.01495    3
  -3   -5   -1   0.743351   -90.936153    54.405722      105.969   38.15307    0.30250    3
  -5   -3    1   0.743351   -67.199543   -46.844808      81.9159   38.15307    0.18076    3
  -4    0   17   0.741722   -35.871954   -80.593542      88.2163   38.24010    0.20859    3
   4    0  -17   0.741722   -46.752639    19.796636      50.7712   38.24010    0.06909    3
   2    2  -18   0.741447   -24.462637   -62.694942      67.2984   38.25486    0.12129    3
   2    2   18   0.741447   -10.085190    97.094582      97.6169   38.25486    0.25519    3
  -2   -2  -18   0.741447     3.284525   -96.171765      96.2278   38.25486    0.24798    3
  -2   -2   18   0.741447   -31.923010    59.495217      67.5186   38.25486    0.12209    3
   3    5   -2   0.740746    52.495676   -54.086583      75.3734   38.29244    0.15181    3
   5    3    2   0.740746    30.517974    28.384595      41.6777   38.29244    0.04642    3
   7    0   -2   0.740746   -27.000591     5.484685       27.552   38.29244    0.02029    3
   0    7    2   0.740746   -26.488665   -10.472925      28.4839   38.29244    0.02168    3
  -5   -3   -2   0.740746    -7.825689   -35.992874      36.8338   38.29244    0.03626    3
  -3   -5    2   0.740746    32.909107    35.485648      48.3967   38.29244    0.06259    3
   0    2  -20   0.735766    37.430212     7.706505      38.2153   38.56186    0.03843    3
   2    0   20   0.735766    39.000239    -0.957975       39.012   38.56186    0.04004    3
   6    1    8   0.733952   -52.325344   -51.249414      73.2424   38.66094    0.14035    3
  -6   -1   -8   0.733952   -56.060396    40.029988      68.8852   38.66094    0.12414    3
  -1   -6    8   0.733952    91.894564    39.680268      100.096   38.66094    0.26212    3
  -7    1   -8   0.733952   101.305864   -25.570693      104.483   38.66094    0.28560    3
   5    1   13   0.733152    54.962355    47.880298       72.893   38.70479    0.13866    3
  -1   -5   13   0.733152    22.785120    -8.492341      24.3163   38.70479    0.01543    3
   1    5  -13   0.733152    19.240271     8.182700       20.908   38.70479    0.01141    3
  -5   -1  -13   0.733152    77.007515     3.721154      77.0974   38.70479    0.15512    3
   4    2   14   0.732326     2.541763  -114.753494      114.782   38.75020    0.34293    3
  -6    2  -14   0.732326    75.552669     0.313404      75.5533   38.75020    0.14858    3
  -4   -2  -14   0.732326   -12.664515   113.552986      114.257   38.75020    0.33980    3
  -2   -4   14   0.732326    64.986502   -13.349017      66.3434   38.75020    0.11456    3
   5   -8    4   0.730595   -86.327327    21.648162      89.0003   38.84568    0.20505    3
   5    3   -4   0.730595   -75.399134   -30.498431      81.3338   38.84568    0.17125    3
  -5   -3    4   0.730595   -79.393229    19.207850      81.6837   38.84568    0.17273    3
  -3   -5   -4   0.730595   -58.510563   -34.841063      68.0984   38.84568    0.12005    3
   0    7   -4   0.730595    -3.893436   -27.384551      27.6599   38.84568    0.01981    3
   7    0    4   0.730595    -8.376657    28.118956      29.3401   38.84568    0.02228    3
   0    0  -21   0.730476     2.330660    55.282834      55.3319   38.85226    0.02641    1
   0    0   21   0.730476    10.373929   -57.987123      58.9078   38.85226    0.02993    1
   3    4   11   0.729806    -0.554683    81.318118        81.32   38.88935    0.17077    3
   4    3  -11   0.729806    33.572905   -16.495732      37.4065   38.88935    0.03613    3
   7   -4   11   0.729806    32.558009    22.189444      39.4004   38.88935    0.04009    3
  -3   -4  -11   0.729806    10.847103   -80.340770      81.0697   38.88935    0.16972    3
   5    3    5   0.723250    70.187854    67.678192      97.5022   39.25629    0.24043    3
   3    5   -5   0.723250    99.437015   -46.597662      109.814   39.25629    0.30498    3
   0    7    5   0.723250    -8.030456    36.377074      37.2529   39.25629    0.03510    3
   7    0   -5   0.723250    -5.718923   -38.016975      38.4447   39.25629    0.03738    3
  -3   -5    5   0.723250    94.156267    62.631088      113.084   39.25629    0.32342    3
  -5   -3   -5   0.723250    62.427171   -96.857394      115.232   39.25629    0.33582    3
   6    2    1   0.721638   -38.725590   -51.938893      64.7867   39.34757    0.10561    3
   2    6   -1   0.721638   -54.652687   -32.124895       63.395   39.34757    0.10112    3
  -6   -2   -1   0.721638   -58.715045     1.546525      58.7354   39.34757    0.08680    3
  -2   -6    1   0.721638   -18.891500   -13.849900      23.4245   39.34757    0.01381    3
   4    4    6   0.721385    86.847314    -3.081144       86.902   39.36198    0.18986    3
   4    4   -6   0.721385    53.253619   -59.819070      80.0891   39.36198    0.16126    3
  -4   -4   -6   0.721385   130.531645   -19.873762      132.036   39.36198    0.43828    3
  -4   -4    6   0.721385    41.458598    65.544779       77.556   39.36198    0.15122    3
   2    3   17   0.720148   -16.555779    46.065762      48.9505   39.43237    0.06000    3
   3    2  -17   0.720148    -9.820733   -71.499677       72.171   39.43237    0.13043    3
  -3   -2   17   0.720148   -21.138161    71.040129      74.1183   39.43237    0.13756    3
  -2   -3  -17   0.720148    -9.550039   -46.109838      47.0884   39.43237    0.05552    3
   6    2   -2   0.719255    17.434539     5.755212      18.3599   39.48338    0.00842    3
   2    6    2   0.719255   -36.304070     5.048270      36.6534   39.48338    0.03355    3
  -2    8    2   0.719255    17.319941    -3.287473      17.6292   39.48338    0.00776    3
  -2   -6   -2   0.719255    13.531639     7.209993      15.3326   39.48338    0.00587    3
   6    0   12   0.718252    24.303622    70.853206      74.9056   39.54082    0.13965    3
   0    6  -12   0.718252    34.769717   -64.371206      73.1614   39.54082    0.13322    3
   0    6   12   0.718252     8.298984    24.466370      25.8356   39.54082    0.01661    3
   6    0  -12   0.718252    24.089912   -69.734701      73.7784   39.54082    0.13547    3
   3    3   15   0.715928    -0.508046   -13.973939      13.9832   39.67450    0.00483    3
   3    3  -15   0.715928     2.577509   -15.329064      15.5443   39.67450    0.00597    3
  -3   -3  -15   0.715928    12.986293    62.685445      64.0165   39.67450    0.10123    3
  -3   -3   15   0.715928     0.168875    14.853502      14.8545   39.67450    0.00545    3
  -3    1   20   0.714692    12.391254    38.539055      40.4821   39.74600    0.04032    3
   2    1  -20   0.714692     6.430923    33.368851      33.9829   39.74600    0.02841    3
  -2   -1   20   0.714692   -33.774792    -2.080103      33.8388   39.74600    0.02817    3
  -1   -2  -20   0.714692    17.991076   -35.654996      39.9369   39.74600    0.03924    3
  -6    1   14   0.711539    50.072914   -58.596282      77.0767   39.92964    0.14468    3
   5    1  -14   0.711539    44.151944     7.816535      44.8385   39.92964    0.04896    3
   6   -1  -14   0.711539     0.226691    58.649243      58.6497   39.92964    0.08377    3
  -5   -1   14   0.711539    40.970425    -0.835581      40.9789   39.92964    0.04090    3
   6    2    4   0.709951   -47.816890     4.248201      48.0052   40.02276    0.05583    3
   2    6   -4   0.709951   -41.516054   -12.891644      43.4716   40.02276    0.04578    3
   8   -2    4   0.709951   -43.007673     7.344012      43.6302   40.02276    0.04612    3
  -2    8   -4   0.709951   -46.787067   -10.671496      47.9886   40.02276    0.05579    3
   1    1   21   0.709842    -0.485504    89.484334      89.4857   40.02918    0.19394    3
   1    1  -21   0.709842    66.342946   102.398649      122.012   40.02918    0.36054    3
  -1   -1   21   0.709842    81.772171   -93.242704       124.02   40.02918    0.37251    3
  -1   -1  -21   0.709842    37.479050   -92.640128      99.9343   40.02918    0.24187    3
  -5    0   16   0.705510   -64.853338   -71.893295      96.8225   40.28554    0.22384    3
   5    0  -16   0.705510   -74.441349    61.488421      96.5523   40.28554    0.22259    3
   1    6   10   0.705458   -73.711292   -86.326621      113.515   40.28864    0.30762    3
   6    1  -10   0.705458   -28.150220   -60.700427      66.9102   40.28864    0.10688    3
  -6   -1   10   0.705458   -38.335093    56.465036      68.2487   40.28864    0.11120    3
  -1   -1  -10   0.705458   -75.723886    66.219432      100.594   40.28864    0.24157    3
  -4    1   19   0.704800    67.162177    26.860963      72.3344   40.32791    0.12464    3
   3    1  -19   0.704800    25.038247    49.310173      55.3029   40.32791    0.07286    3
  -1   -3  -19   0.704800    70.946389   -18.162143      73.2342   40.32791    0.12776    3
  -3   -1   19   0.704800    -5.266155   -29.373404      29.8417   40.32791    0.02121    3
   5    3   -7   0.704696    59.739325   -50.232541      78.0519   40.33410    0.14507    3
  -8    3    7   0.704696    79.504376    44.851139      91.2829   40.33410    0.19842    3
   7    0    7   0.704696     7.378120     1.978592      7.63881   40.33410    0.00139    3
   8   -3   -7   0.704696    65.905734   -72.573799      98.0333   40.33410    0.22886    3
   0    7   -7   0.704696     5.845534    -1.193478      5.96613   40.33410    0.00085    3
  -5   -3    7   0.704696    51.931880    59.635620       79.078   40.33410    0.14891    3
   6    2   -5   0.703205    54.891933   -34.955411      65.0769   40.42335    0.10035    3
  -2   -6   -5   0.703205    20.523492   -56.408350       60.026   40.42335    0.08538    3
   2    6    5   0.703205    14.394763    59.036993      60.7666   40.42335    0.08750    3
  -6   -2    5   0.703205    51.973627    43.896080      68.0303   40.42335    0.10967    3
